Age32-40, State-gov, Bachelors,EduNum13, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age51-60, Self-emp-inc, Assoc-voc,EduNum11, Married-civ-spouse, Sales, Husband, White, Male,Hour51-70, United-States, >50K
Age32-40, Federal-gov, HS-grad,EduNum9, Married-civ-spouse, Tech-support, Husband, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Other-service, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age51-60, Self-emp-not-inc, Some-college,EduNum10, Separated, Sales, Not-in-family, White, Male,Hour21-35, United-States, <=50K
Age51-60, Private, 10th,EduNum6, Never-married, Transport-moving, Not-in-family, White, Male,Hour51-70, United-States, <=50K
Age41-50, ?, 11th,EduNum7, Separated, ?, Unmarried, White, Male,Hour36-50, United-States, <=50K
Age41-50, Self-emp-inc, 12th,EduNum8, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, ?, <=50K
Age32-40, Private, 9th,EduNum5, Separated, Other-service, Unmarried, Black, Female,Hour36-50, ?, <=50K
Age61-70, Private, Bachelors,EduNum13, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Adm-clerical, Own-child, Black, Male,Hour36-50, United-States, <=50K
Age51-60, Self-emp-inc, Assoc-voc,EduNum11, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age61-70, Private, Bachelors,EduNum13, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour51-70, United-States, >50K
Age24-31, Private, Bachelors,EduNum13, Never-married, Prof-specialty, Unmarried, Other, Male,Hour36-50, United-States, <=50K
Age71-80, ?, Assoc-voc,EduNum11, Married-spouse-absent, ?, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour51-70, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Divorced, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age51-60, Federal-gov, Some-college,EduNum10, Divorced, Prof-specialty, Not-in-family, Black, Female,Hour36-50, United-States, <=50K
Age17-23, Private, Assoc-voc,EduNum11, Never-married, Farming-fishing, Own-child, White, Male,Hour36-50, United-States, <=50K
Age32-40, Federal-gov, HS-grad,EduNum9, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, 10th,EduNum6, Never-married, Other-service, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Local-gov, Some-college,EduNum10, Divorced, Exec-managerial, Unmarried, White, Female,Hour21-35, United-States, <=50K
Age41-50, Private, 12th,EduNum8, Divorced, Machine-op-inspct, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Self-emp-not-inc, HS-grad,EduNum9, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,Hour51-70, United-States, <=50K
Age41-50, Federal-gov, Some-college,EduNum10, Never-married, Adm-clerical, Unmarried, Black, Female,Hour36-50, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Never-married, Adm-clerical, Not-in-family, White, Female,Hour1-20, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Other-service, Own-child, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States, <=50K
Age51-60, Private, Doctorate,EduNum16, Never-married, Prof-specialty, Not-in-family, White, Male,Hour1-20, United-States, <=50K
Age51-60, Private, Assoc-voc,EduNum11, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, <=50K
Age61-70, Private, HS-grad,EduNum9, Never-married, Sales, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age41-50, Private, Bachelors,EduNum13, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States, >50K
Age41-50, Private, Masters,EduNum14, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, ?, Some-college,EduNum10, Never-married, ?, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Some-college,EduNum10, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour21-35, United-States, <=50K
Age41-50, Private, Bachelors,EduNum13, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Machine-op-inspct, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age51-60, Private, HS-grad,EduNum9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,Hour21-35, Philippines, <=50K
Age24-31, Private, HS-grad,EduNum9, Divorced, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, >50K
Age41-50, State-gov, Assoc-acdm,EduNum12, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Never-married, Craft-repair, Not-in-family, White, Male,Hour71-99, United-States, <=50K
Age17-23, State-gov, 12th,EduNum8, Never-married, Transport-moving, Own-child, Black, Male,Hour1-20, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,Hour21-35, Thailand, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Other-service, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age51-60, Private, Some-college,EduNum10, Divorced, Sales, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age51-60, Private, Masters,EduNum14, Never-married, Sales, Not-in-family, White, Female,Hour36-50, United-States, >50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Own-child, White, Female,Hour36-50, United-States, <=50K
Age51-60, Private, Assoc-acdm,EduNum12, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Local-gov, Assoc-voc,EduNum11, Married-civ-spouse, Tech-support, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Bachelors,EduNum13, Never-married, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age17-23, Self-emp-not-inc, Some-college,EduNum10, Never-married, Prof-specialty, Own-child, White, Male,Hour1-20, United-States, <=50K
Age24-31, Local-gov, Bachelors,EduNum13, Never-married, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age24-31, State-gov, Masters,EduNum14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,Hour1-20, India, <=50K
Age24-31, Private, 12th,EduNum8, Never-married, Farming-fishing, Not-in-family, Black, Male,Hour51-70, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-spouse-absent, Craft-repair, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Divorced, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age51-60, State-gov, Bachelors,EduNum13, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour1-20, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Transport-moving, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age51-60, Private, 5th-6th,EduNum3, Never-married, Machine-op-inspct, Not-in-family, White, Female,Hour36-50, ?, <=50K
Age24-31, Local-gov, Bachelors,EduNum13, Never-married, Prof-specialty, Not-in-family, White, Male,Hour21-35, United-States, <=50K
Age41-50, Private, Bachelors,EduNum13, Divorced, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Adm-clerical, Own-child, White, Female,Hour1-20, United-States, <=50K
Age41-50, Private, 5th-6th,EduNum3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Hour36-50, Mexico, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Adm-clerical, Unmarried, White, Male,Hour36-50, United-States, <=50K
Age32-40, Self-emp-inc, Some-college,EduNum10, Married-civ-spouse, Transport-moving, Husband, Black, Male,Hour21-35, Haiti, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Sales, Husband, White, Male,Hour51-70, United-States, >50K
Age61-70, ?, HS-grad,EduNum9, Married-civ-spouse, ?, Husband, White, Male,Hour21-35, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States, >50K
Age24-31, Private, Some-college,EduNum10, Never-married, Adm-clerical, Own-child, White, Female,Hour1-20, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Sales, Own-child, Black, Female,Hour1-20, United-States, <=50K
Age32-40, Self-emp-inc, Some-college,EduNum10, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Divorced, Adm-clerical, Unmarried, White, Female,Hour21-35, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Other-service, Own-child, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Never-married, Exec-managerial, Own-child, White, Female,Hour36-50, United-States, >50K
Age41-50, Private, Some-college,EduNum10, Divorced, Tech-support, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Assoc-acdm,EduNum12, Married-civ-spouse, Adm-clerical, Wife, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, State-gov, Prof-school,EduNum15, Married-civ-spouse, Prof-specialty, Wife, White, Female,Hour36-50, United-States, >50K
Age41-50, Private, Masters,EduNum14, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, >50K
Age51-60, Private, 9th,EduNum5, Widowed, Sales, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Handlers-cleaners, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age51-60, Local-gov, HS-grad,EduNum9, Divorced, Adm-clerical, Unmarried, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Craft-repair, Other-relative, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age61-70, Self-emp-not-inc, Bachelors,EduNum13, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour51-70, United-States, <=50K
Age24-31, Private, Bachelors,EduNum13, Never-married, Prof-specialty, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Self-emp-inc, Some-college,EduNum10, Divorced, Craft-repair, Not-in-family, White, Male,Hour51-70, United-States, <=50K
Age17-23, Local-gov, 7th-8th,EduNum4, Never-married, Farming-fishing, Own-child, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, 9th,EduNum5, Never-married, Farming-fishing, Other-relative, Black, Male,Hour36-50, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Other-service, Own-child, Black, Female,Hour1-20, ?, <=50K
Age24-31, State-gov, HS-grad,EduNum9, Married-civ-spouse, Tech-support, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Never-married, Transport-moving, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age32-40, Local-gov, HS-grad,EduNum9, Divorced, Adm-clerical, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour51-70, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour51-70, United-States, <=50K
Age41-50, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour1-20, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Handlers-cleaners, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age41-50, Private, Masters,EduNum14, Married-civ-spouse, Exec-managerial, Wife, White, Female,Hour36-50, United-States, <=50K
Age17-23, ?, 10th,EduNum6, Never-married, ?, Own-child, White, Male,Hour21-35, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Divorced, Craft-repair, Unmarried, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Masters,EduNum14, Never-married, Prof-specialty, Not-in-family, White, Male,Hour36-50, United-States, >50K
Age24-31, State-gov, Some-college,EduNum10, Never-married, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Bachelors,EduNum13, Divorced, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age24-31, Federal-gov, Bachelors,EduNum13, Never-married, Prof-specialty, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age51-60, Private, 9th,EduNum5, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour36-50, United-States, <=50K
Age51-60, Private, 7th-8th,EduNum4, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour71-99, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Bachelors,EduNum13, Never-married, Adm-clerical, Not-in-family, White, Male,Hour51-70, United-States, >50K
Age24-31, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Sales, Husband, White, Male,Hour51-70, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Adm-clerical, Own-child, White, Male,Hour36-50, United-States, <=50K
Age71-80, Private, 11th,EduNum7, Never-married, Priv-house-serv, Not-in-family, White, Female,Hour71-99, United-States, <=50K
Age17-23, ?, Some-college,EduNum10, Married-civ-spouse, ?, Husband, White, Male,Hour1-20, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Sales, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age61-70, ?, HS-grad,EduNum9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,Hour21-35, China, <=50K
Age17-23, ?, Some-college,EduNum10, Married-spouse-absent, ?, Unmarried, Black, Female,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Assoc-acdm,EduNum12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour1-20, United-States, <=50K
Age24-31, Private, Assoc-acdm,EduNum12, Never-married, Prof-specialty, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Masters,EduNum14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,Hour36-50, Hong, >50K
Age24-31, Private, Some-college,EduNum10, Never-married, Other-service, Not-in-family, White, Male,Hour1-20, United-States, <=50K
Age24-31, ?, Some-college,EduNum10, Married-civ-spouse, ?, Husband, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, 10th,EduNum6, Never-married, Other-service, Own-child, White, Female,Hour21-35, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Never-married, Transport-moving, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Divorced, Adm-clerical, Not-in-family, White, Female,Hour36-50, Canada, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Farming-fishing, Unmarried, White, Male,Hour36-50, United-States, <=50K
Age51-60, Private, Assoc-acdm,EduNum12, Never-married, Adm-clerical, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age51-60, Private, 9th,EduNum5, Widowed, Machine-op-inspct, Unmarried, White, Female,Hour36-50, United-States, <=50K
